Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1644.434529250447,OUT049
FDW14,1365.1218711900792,OUT017
NCN55,574.8284885087388,OUT010
FDQ58,2467.441157081411,OUT017
FDY38,5858.158668174162,OUT027
FDH56,1927.8275543719803,OUT046
FDL48,764.9644052507585,OUT018
FDC48,2175.0803297221078,OUT027
FDN33,1530.6156234580385,OUT045
FDA36,3094.1283241941655,OUT017
FDT44,1927.5697826260987,OUT017
FDQ56,1359.119725125606,OUT045
NCC54,574.8980906691339,OUT019
FDU11,2012.352684408576,OUT049
DRL59,856.7641500076945,OUT013
FDM24,2452.192510892645,OUT049
FDI57,3030.753176946688,OUT045
DRC12,2975.9471239037543,OUT018
NCM42,2913.600905607526,OUT027
FDA46,509.85210504715394,OUT010
FDA31,2854.5337128418205,OUT013
NCJ31,3868.661470999505,OUT035
FDG52,784.9645258781073,OUT046
NCL19,288.9452824191727,OUT019
FDS10,2995.781113172205,OUT035
FDX22,566.1044961866746,OUT010
NCF19,755.160026127658,OUT035
NCE06,2553.506173909741,OUT046
DRC27,3877.4630991279714,OUT046
FDE21,1954.2050021411883,OUT035
NCR42,132.05157720175737,OUT019
FDX51,3005.1039039994807,OUT018
NCR06,615.2434480932319,OUT018
FDU31,5860.029869750733,OUT027
FDU59,2553.428745056306,OUT017
FDR03,5859.89278534624,OUT027
FDS49,2083.5988982335934,OUT027
FDD48,267.353889672148,OUT010
NCF18,3020.993691934268,OUT017
NCD43,2849.9719883045645,OUT027
NCD54,2123.7286517114435,OUT018
FDY19,267.97529073912307,OUT010
NCY54,2861.060624341992,OUT017
NCL19,2432.963328155682,OUT018
FDP23,571.6797559307659,OUT010
FDC26,1737.2278822906574,OUT013
FDR14,132.05157720175737,OUT010
NCS41,3112.739853783474,OUT035
FDF41,3863.873556625631,OUT035
FDU34,2042.2881869231212,OUT046
DRH11,969.3032965805241,OUT046
FDM03,1646.829198201842,OUT013
FDS31,3066.4331619623676,OUT017
FDJ20,2006.5636738026658,OUT017
FDV44,5084.63363374236,OUT027
FDG02,3118.046381901254,OUT049
FDA09,2999.6837889286007,OUT013
FDT04,697.9101651570544,OUT013
FDL58,572.9873803639593,OUT019
FDE52,1383.4145042047887,OUT045
FDW12,2471.86772298423,OUT035
FDL51,3651.684621813734,OUT017
NCY42,3019.758792357031,OUT027
FDR07,1547.2078597292657,OUT017
FDN40,2459.901304165924,OUT045
FDB35,2688.778171738877,OUT027
FDA22,2546.7185807888395,OUT017
NCL06,4149.300384519377,OUT046
FDI35,3071.24033634376,OUT013
NCW42,3763.3005584270304,OUT045
NCX06,3013.8769142270057,OUT049
FDC37,2878.609575787094,OUT027
FDZ14,1955.5386042193165,OUT018
DRG49,3852.704678952501,OUT049
NCG06,4086.6325641784206,OUT045
DRC36,2863.550698834346,OUT045
FDV21,280.7198313606321,OUT019
FDB53,2499.42459981919,OUT046
DRP47,572.8939191969687,OUT019
FDA14,2456.883476116662,OUT013
DRC24,2527.9356202850404,OUT035
